140,63,30,50,23,30,15,28,20,16,10,5,6,10,5,5,5,-1,5,-1,-1,-1,10,-1,-1,5,-1,-1,-1,-1,8,10,5,5,5,5
135,65,31,45,20,30,16,28,25,20,8,5,5,13,5,5,5,-1,5,-1,-1,-1,6,-1,-1,5,-1,-1,-1,-1,8,10,6,5,5,5
130,60,36,41,30,35,20,30,28,25,9,6,10,13,5,5,5,-1,5,-1,-1,-1,6,8,-1,3,-1,-1,-1,-1,8,11,5,5,5,5
140,58,38,40,33,35,26,31,28,21,11,6,8,20,5,6,5,-1,5,-1,-1,-1,10,23,-1,3,-1,-1,-1,-1,8,10,5,5,5,5
120,51,40,41,38,40,25,30,28,26,16,8,15,18,5,8,5,5,5,11,3,-1,10,26,5,3,5,5,-1,-1,8,11,6,5,5,5
120,51,40,41,38,40,26,36,26,28,17,10,11,13,5,6,6,5,5,11,3,-1,18,20,5,3,5,5,-1,-1,8,18,11,5,5,5
110,55,41,40,35,40,28,33,26,28,18,8,15,13,6,8,10,8,6,11,3,-1,25,20,5,5,5,5,-1,-1,8,23,11,5,5,5
100,56,40,41,35,40,30,33,28,30,21,10,15,13,5,11,11,10,10,11,3,-1,23,20,5,3,5,5,-1,-1,8,23,8,5,5,5
90,48,40,40,38,40,30,31,36,28,20,11,15,13,6,11,13,10,10,11,3,-1,25,20,5,3,5,5,5,-1,11,26,10,5,5,5
75,46,43,40,36,35,25,30,36,30,19,13,15,17,10,15,11,10,8,11,3,-1,25,26,5,8,5,5,5,-1,13,28,10,5,5,5
120,55,43,40,33,40,21,28,36,30,25,15,16,15,11,16,15,8,5,15,3,-1,20,25,5,8,5,5,5,-1,13,25,10,5,5,5
115,51,41,42,35,40,21,23,36,30,26,11,18,15,8,20,15,6,5,15,1,-1,20,23,5,5,5,5,5,-1,13,23,6,5,5,5
110,50,43,40,36,35,41,26,36,28,26,13,20,15,11,18,18,8,6,15,1,-1,18,20,5,5,5,5,5,-1,11,23,6,5,5,5
93,41,45,38,36,35,31,30,35,28,30,13,16,15,8,16,18,8,5,15,1,-1,20,23,5,5,5,5,10,-1,11,26,8,5,5,5
113,38,45,40,33,30,23,26,36,31,26,10,18,15,6,16,11,10,5,15,-1,-1,20,23,5,6,5,5,11,-1,11,23,6,5,5,5
113,45,43,40,33,35,23,25,33,26,35,8,15,15,5,15,10,6,5,15,-1,-1,20,21,5,6,5,5,8,-1,13,23,5,5,5,5
120,43,41,33,30,30,21,21,31,23,31,10,15,13,5,13,6,5,5,15,-1,-1,18,21,5,6,5,5,10,-1,15,21,5,5,5,5
116,48,41,38,28,30,20,18,26,21,21,5,11,8,5,6,5,5,5,15,-1,-1,10,20,5,5,5,5,10,-1,11,18,5,5,5,5
111,45,46,40,38,30,20,25,33,26,19,5,13,10,5,8,6,5,5,15,-1,-1,11,15,5,3,5,5,8,-1,5,16,5,5,5,5
111,50,45,41,36,35,25,26,35,28,19,11,18,15,6,15,13,10,5,15,3,-1,20,16,5,3,5,5,11,-1,10,23,5,5,5,5
106,48,46,45,35,30,26,30,36,33,20,15,20,16,6,15,16,11,5,15,3,-1,23,16,5,5,5,5,11,-1,10,28,10,5,5,5
101,45,43,43,38,35,25,26,35,33,20,13,16,15,8,16,15,11,5,15,3,-1,28,18,5,5,5,5,11,-1,15,30,10,5,5,5
101,40,40,41,35,35,25,26,35,33,21,11,20,16,10,16,16,10,5,15,3,-1,28,18,5,6,5,6,5,-1,16,28,11,5,5,5
111,46,41,40,35,30,21,26,36,41,26,13,18,18,10,15,16,6,6,15,0,-1,26,16,5,6,5,6,8,-1,16,25,10,5,5,5
110,43,40,35,30,35,21,25,35,40,28,13,16,13,8,10,15,10,6,15,-1,-1,21,16,5,8,5,5,8,-1,16,23,6,5,5,5
106,35,41,30,30,30,18,21,30,25,28,10,15,11,6,13,6,8,5,15,-1,-1,20,15,5,10,5,5,5,-1,15,21,8,5,5,5
96,38,40,33,28,30,16,20,26,20,20,5,11,8,5,10,5,6,5,15,-1,-1,18,13,5,10,5,5,5,-1,6,20,5,5,5,5
100,40,48,31,33,25,11,18,28,25,9,5,13,5,6,8,5,6,5,15,-1,-1,15,10,5,10,5,5,5,-1,6,11,5,5,5,5
110,51,45,40,33,35,25,26,33,35,9,6,15,5,5,13,6,10,5,15,5,-1,18,13,5,8,5,-1,-1,-1,6,8,5,5,5,5
120,53,45,43,33,35,23,26,33,35,9,11,16,15,6,13,10,13,5,15,3,-1,21,20,5,8,5,-1,-1,-1,8,25,13,5,5,5
113,48,45,36,33,35,23,30,35,28,15,10,20,13,10,13,11,15,5,15,3,-1,21,20,5,8,5,-1,-1,-1,16,25,10,5,5,5
120,45,46,38,33,35,26,30,35,30,15,10,16,13,8,15,11,11,5,15,3,-1,25,20,5,8,5,-1,-1,-1,18,25,8,5,5,5
120,45,45,38,33,35,23,26,35,30,20,10,16,13,8,16,11,11,5,15,3,-1,23,20,5,5,5,-1,-1,-1,13,25,6,5,5,5
120,50,45,40,32,30,21,26,33,30,18,8,16,11,6,16,10,10,5,15,3,-1,21,16,5,5,5,-1,-1,-1,13,20,5,5,5,5
120,50,46,38,30,35,20,26,30,28,18,8,15,8,8,16,10,11,5,15,3,-1,25,13,5,1,5,-1,-1,-1,6,25,5,5,5,5
111,45,45,38,30,35,20,21,26,36,21,8,17,5,10,15,7,10,8,15,-1,-1,23,8,5,1,5,-1,-1,-1,6,18,5,5,5,5
108,45,40,31,25,30,18,21,25,28,18,6,15,8,8,11,5,5,10,15,-1,-1,21,6,5,3,5,-1,-1,-1,6,10,5,5,5,5
96,41,33,31,22,25,11,16,26,23,11,5,11,6,6,6,5,5,5,15,-1,-1,13,6,5,3,5,-1,-1,-1,6,10,5,5,5,5
95,40,35,23,18,25,6,11,26,21,5,5,10,5,6,5,5,5,5,15,-1,-1,6,11,5,1,5,-1,-1,-1,5,5,5,5,5,5
83,40,40,26,30,25,8,11,28,23,18,5,11,5,5,5,5,5,5,15,-1,-1,6,11,5,1,5,-1,-1,-1,5,5,5,5,5,5
81,60,37,36,33,25,18,21,26,26,25,5,11,6,5,5,5,8,5,15,-1,-1,10,10,5,1,5,-1,-1,-1,5,6,5,5,5,5
83,58,35,36,31,25,16,23,26,26,26,6,11,10,5,11,5,8,5,15,-1,-1,13,10,5,0,5,-1,-1,-1,5,10,5,5,5,5
78,43,30,33,26,30,16,23,26,25,30,6,13,10,5,11,5,6,5,15,-1,-1,11,-1,5,0,5,-1,-1,-1,5,12,5,5,5,5
68,45,28,31,26,25,15,21,26,26,28,8,15,10,5,8,5,6,5,15,-1,-1,13,15,5,0,5,-1,-1,-1,6,8,5,5,5,5
70,43,28,21,25,25,13,16,25,26,25,8,10,10,6,6,5,5,5,-1,-1,-1,10,15,-1,0,-1,-1,-1,-1,10,8,5,5,5,5
-1,45,32,23,28,25,10,20,23,23,23,8,10,5,5,8,5,5,5,-1,-1,-1,8,15,-1,0,-1,-1,-1,-1,8,5,5,5,5,5
-1,40,25,25,28,25,8,13,20,23,12,8,8,5,5,5,5,5,5,-1,-1,-1,5,17,-1,0,-1,-1,-1,-1,8,5,5,5,5,5
-1,-1,20,23,17,15,8,11,15,15,7,8,6,5,5,5,5,5,5,-1,-1,-1,6,15,-1,0,-1,-1,-1,-1,8,5,5,5,5,5
