170,95,90,50,50,60,35,40,20,30,-1,5,5,10,5,5,5,-1,5,-1,-1,-1,5,-1,-1,5,-1,-1,-1,-1,5,5,5,5,5,5
150,110,90,50,50,60,35,45,25,30,-1,5,5,15,5,5,5,-1,15,-1,-1,-1,5,-1,-1,5,-1,-1,-1,-1,10,15,5,5,5,5
150,90,70,50,55,60,40,45,25,25,-1,10,15,20,5,5,5,-1,20,-1,-1,-1,5,15,-1,5,-1,-1,-1,-1,10,25,5,5,5,5
140,80,60,60,55,60,40,50,30,35,-1,10,20,25,5,5,5,-1,20,-1,-1,-1,5,15,-1,5,-1,-1,-1,-1,15,30,10,5,5,5
140,85,60,55,60,65,40,50,35,30,-1,-1,20,25,5,5,15,5,20,15,5,-1,25,25,5,5,5,5,5,-1,25,25,15,5,5,5
130,80,75,45,55,65,45,45,40,35,-1,-1,25,20,15,10,15,10,30,15,5,-1,25,30,5,5,5,5,5,-1,25,35,15,5,5,5
130,70,80,50,55,65,45,45,35,35,-1,-1,25,20,15,10,15,10,30,15,5,-1,25,25,5,5,5,5,5,-1,25,35,10,5,5,5
130,75,75,50,55,70,40,45,30,40,-1,-1,20,20,10,15,15,15,30,15,5,-1,25,20,5,5,5,5,5,-1,25,30,10,5,5,5
120,70,65,50,55,70,40,45,35,40,-1,5,25,20,15,15,10,15,25,15,5,-1,25,20,5,5,5,5,5,-1,25,30,15,5,5,5
125,60,60,45,55,65,40,40,35,30,-1,10,25,20,15,15,10,10,25,15,5,-1,20,20,5,5,5,5,5,-1,25,30,15,5,5,5
-1,60,65,45,55,65,35,-1,35,30,-1,15,25,15,10,20,10,10,25,15,-1,-1,20,15,5,5,5,5,5,-1,25,30,10,5,5,5
-1,75,70,45,50,60,40,-1,35,25,-1,15,20,15,10,15,10,10,30,15,-1,-1,20,15,5,5,5,5,5,-1,25,30,15,5,5,5
-1,75,70,45,50,55,40,-1,25,30,-1,10,20,15,10,15,5,10,25,15,-1,-1,20,15,5,5,5,5,10,-1,20,25,10,5,5,5
-1,75,70,55,-1,55,30,-1,40,35,-1,10,20,15,10,15,5,5,20,15,-1,-1,20,15,5,20,5,5,10,-1,15,25,5,5,5,5
-1,75,85,55,-1,60,35,-1,40,45,-1,20,25,25,10,15,15,20,20,15,0,-1,20,25,5,25,5,5,10,-1,15,35,5,5,5,5
-1,75,85,50,-1,65,40,20,40,40,-1,20,35,25,15,20,20,20,20,15,0,-1,30,20,5,25,5,5,25,-1,30,40,20,5,5,5
180,75,85,50,-1,65,45,50,40,35,-1,25,30,20,20,20,15,15,25,15,0,-1,30,20,5,20,5,5,35,-1,15,40,20,5,5,5
170,70,90,50,-1,65,40,45,40,35,-1,25,35,25,20,15,20,15,30,15,0,-1,30,20,5,15,5,5,35,-1,40,35,20,5,5,5
200,55,90,45,35,65,40,45,40,35,-1,20,30,25,20,15,20,15,30,15,-1,-1,30,20,5,15,5,5,35,-1,40,45,15,5,5,5
220,65,85,45,55,65,40,40,40,35,-1,20,30,15,15,15,10,10,25,15,-1,-1,25,15,5,15,5,5,20,-1,25,35,15,5,5,5
