150,90,35,55,35,-1,25,35,35,-1,13,5,15,5,10,10,10,-1,5,-1,-1,-1,5,-1,-1,5,-1,-1,-1,-1,5,5,5,5,5,5
150,85,45,55,35,-1,30,40,40,-1,5,10,15,-1,10,15,10,-1,5,-1,-1,-1,10,-1,-1,5,-1,-1,-1,-1,5,25,10,5,5,5
150,70,45,45,40,-1,35,40,30,25,5,5,10,20,10,15,5,-1,5,-1,-1,-1,15,30,-1,5,-1,-1,-1,-1,5,25,10,5,5,5
130,70,45,45,40,-1,35,40,30,25,5,5,15,20,5,10,5,-1,10,-1,-1,-1,20,30,-1,5,-1,-1,-1,-1,5,25,15,5,5,5
130,45,40,45,35,-1,40,40,30,30,5,15,15,25,5,10,5,-1,15,-1,-1,-1,20,30,-1,5,-1,-1,-1,-1,15,25,15,5,5,5
110,55,45,40,35,-1,40,35,35,30,5,15,15,15,5,10,5,5,20,15,-1,-1,20,30,5,0,5,5,-1,-1,20,25,10,5,5,5
110,55,45,40,40,-1,35,40,35,30,5,5,15,15,5,10,10,5,20,15,-1,-1,20,15,5,0,5,5,-1,-1,20,25,5,5,5,5
110,50,45,45,40,-1,30,40,35,30,5,20,20,25,10,20,15,5,20,15,-1,-1,20,15,5,0,5,5,-1,-1,20,25,20,5,5,5
110,55,55,45,50,-1,30,40,35,30,20,15,20,20,15,25,15,10,20,15,5,-1,35,30,5,0,5,5,5,-1,25,25,10,5,5,5
120,55,55,45,45,-1,30,40,35,35,20,15,20,25,15,25,15,15,15,15,5,-1,35,30,5,10,5,5,5,-1,25,30,15,5,5,5
130,50,55,35,45,-1,35,30,45,35,20,20,25,25,15,25,15,15,15,15,0,-1,35,30,5,10,5,5,5,-1,25,30,15,5,5,5
110,35,50,45,40,-1,55,30,40,30,20,15,20,20,15,25,15,15,15,15,0,-1,25,20,5,10,5,5,5,-1,25,30,15,5,5,5
100,50,45,45,40,-1,30,30,35,30,20,15,20,20,10,25,15,10,15,15,0,-1,25,15,5,10,5,5,5,-1,25,30,15,5,5,5
110,55,45,45,-1,-1,25,30,35,30,20,15,15,20,10,20,10,10,15,15,0,-1,20,25,5,10,5,5,10,-1,25,30,15,5,5,5
110,55,60,45,-1,-1,35,35,35,30,5,15,20,20,15,20,10,10,15,15,-1,-1,20,25,5,10,5,5,10,-1,25,25,15,5,5,5
