122,83,38,61,33,35,31,38,23,18,11,5,8,7,6,7,6,-1,7,-1,-1,-1,10,-1,-1,3,-1,-1,-1,-1,7,12,5,5,5,5
136,83,41,58,30,40,32,41,27,21,10,6,8,16,6,7,7,-1,10,-1,-1,-1,12,-1,-1,3,-1,-1,-1,-1,10,17,8,5,5,5
122,77,45,47,38,35,32,36,31,25,10,8,13,20,6,7,7,-1,10,-1,-1,-1,13,16,-1,2,-1,-1,-1,-1,8,18,8,5,5,5
126,75,43,46,41,35,33,37,31,27,11,10,15,20,8,7,7,-1,12,-1,-1,-1,15,23,-1,2,-1,-1,-1,-1,8,20,11,5,5,5
125,63,46,45,42,35,33,36,30,28,15,12,16,21,8,12,8,6,15,15,2,-1,18,25,5,3,5,5,-1,-1,13,20,11,5,5,5
121,66,47,43,43,40,36,38,32,27,16,12,16,16,7,11,8,6,16,15,2,-1,22,25,5,2,5,5,-1,-1,15,21,8,5,5,5
122,58,48,42,41,40,35,40,35,26,18,10,16,16,7,12,10,7,16,15,2,-1,23,17,5,3,5,5,-1,-1,15,23,7,5,5,5
122,58,46,41,37,40,33,37,35,31,20,15,17,18,10,17,13,10,15,15,2,-1,23,16,5,5,5,5,-1,-1,17,25,13,5,5,5
118,61,50,41,42,50,31,43,33,28,20,11,18,16,12,18,11,10,16,15,6,-1,26,21,5,6,5,5,5,-1,20,23,10,5,5,5
118,56,47,42,40,50,30,45,33,27,18,12,18,17,11,17,12,10,13,15,6,-1,25,22,5,8,5,5,5,-1,21,26,11,5,5,5
125,55,50,38,41,45,26,40,35,27,20,15,17,17,12,16,12,11,13,15,3,-1,25,22,5,7,5,5,5,-1,21,23,11,5,5,5
118,51,48,40,41,40,32,35,33,28,20,12,17,16,11,16,13,11,11,15,0,-1,22,20,5,7,5,5,10,-1,21,23,12,6,5,5
111,53,48,40,41,40,40,33,37,35,20,11,21,16,10,18,13,10,11,15,0,-1,21,17,5,10,5,5,8,-1,22,25,12,6,5,5
115,55,48,45,41,30,33,36,38,33,18,13,18,17,10,16,13,11,11,15,0,-1,22,21,5,10,5,5,13,-1,22,27,11,6,5,5
117,51,52,43,41,35,32,36,38,30,13,13,20,17,13,17,13,12,12,15,-1,-1,23,23,5,8,5,5,13,-1,25,30,11,6,5,5
118,48,50,43,43,40,32,27,35,30,13,15,20,16,12,17,11,7,8,15,-1,-1,23,23,5,8,5,5,18,-1,25,28,13,6,5,5
135,48,50,41,41,35,30,31,32,27,17,13,15,15,10,15,10,6,10,15,-1,-1,21,25,5,8,5,5,23,-1,20,27,12,6,5,5
127,47,51,40,38,35,31,33,31,28,13,8,15,11,7,10,7,5,7,15,-1,-1,20,25,5,10,5,5,26,-1,20,23,7,6,5,5
112,51,55,41,43,35,31,32,38,31,13,7,18,15,6,13,7,5,7,15,-1,-1,21,17,5,10,5,5,22,-1,18,21,7,6,5,5
107,60,55,42,41,40,31,37,38,32,12,11,22,18,12,16,12,12,8,15,10,-1,28,17,5,11,5,5,22,-1,21,27,13,6,5,5
105,58,57,45,43,40,20,38,40,36,15,16,22,20,13,20,18,15,11,15,6,-1,32,18,5,10,5,5,22,-1,22,28,15,6,5,5
105,55,63,45,50,35,33,38,43,31,15,20,26,21,16,26,21,15,16,15,6,-1,35,25,5,13,5,5,28,-1,28,35,16,6,5,5
100,50,57,45,45,40,32,36,42,31,18,13,25,17,16,22,15,12,12,15,6,-1,31,20,5,11,5,5,26,-1,26,27,13,6,5,5
108,52,55,42,43,35,37,36,38,40,18,15,21,18,16,21,16,15,13,15,6,-1,32,18,5,12,5,5,33,-1,27,30,13,6,5,5
116,48,55,38,45,35,31,37,38,36,17,16,22,16,16,18,13,16,12,15,10,-1,30,18,5,13,5,5,30,-1,27,30,13,8,5,5
116,50,50,40,42,35,35,33,37,32,18,15,20,15,11,17,11,15,11,15,10,-1,26,18,5,12,5,5,15,-1,25,28,11,6,5,5
111,46,48,41,37,35,30,35,38,25,15,15,17,11,7,13,8,11,10,15,10,-1,25,18,5,8,5,5,13,-1,20,26,10,6,5,5
125,47,53,41,37,35,30,31,38,25,13,8,16,12,8,13,10,10,6,15,10,-1,21,17,5,2,5,-1,7,-1,17,23,8,6,5,5
121,48,56,40,45,40,33,41,36,35,13,8,18,13,10,12,11,11,7,15,10,-1,26,18,5,3,5,-1,-1,-1,17,20,6,6,5,5
118,55,56,43,42,45,32,37,37,40,14,11,20,17,10,13,12,16,7,15,6,-1,26,21,5,2,5,-1,-1,-1,18,28,15,6,5,5
117,58,57,38,43,45,31,40,38,35,17,11,18,15,12,15,12,15,10,15,10,-1,27,21,5,6,5,-1,-1,-1,22,31,11,6,5,5
